Ma sinh vien,Ho ten,Nam sinh,Diem trung tuyen,Diem TB
96940069,Bui Duc,2003,27.0,8.8
33380455,Pham Nhu,2002,28.9,9.1
40668483,Huynh Van,2002,29.4,9.4
32550339,Le Huong,2003,27.6,8.7
46561724,Le Thi,2003,25.9,8.3
37062674,Le Nhu,2003,28.2,8.4
87756361,Le Huong,2002,29.1,9.3
42214946,Do Minh,2002,26.9,9.2
59758963,Tran Nhu,2002,26.4,9.4
15604423,Do Hai,2002,26.1,8.4
15926978,Vu Tuan,2003,26.7,9.8
60908251,Do Thi,2003,27.1,9.4
94834858,Hoang Minh,2003,25.7,10.0
81430228,Bui Minh,2002,29.6,8.2
37871400,Do Tuan,2002,26.2,7.9
59517992,Pham Thanh,2003,25.3,8.0
80515693,Nguyen Van,2002,27.9,8.5
5611442,Bui Hoan,2003,29.4,8.6
45953179,Hoang Van,2003,28.8,9.8
53162458,Pham Van,2003,25.4,8.5
46712904,Pham Minh,2002,27.6,8.5
20505525,Le Thanh,2002,25.5,8.1
71978935,Huynh Nhu,2002,25.2,7.6
61007047,Huynh Huong,2002,25.3,8.6
91970766,Vu Minh,2002,26.2,7.8
27127251,Huynh Hoan,2003,26.5,10.0
2103385,Dang Thanh,2002,28.0,9.9
80064345,Le Minh,2003,25.3,10.0
13795002,Bui Tuan,2002,27.5,8.2
52606892,Vu Hai,2002,28.4,7.8
42214946,Do Minh,2002,26.9,9.2
59758963,Tran Nhu,2002,26.4,9.4
15604423,Do Hai,2002,26.1,8.4
15926978,Vu Tuan,2003,26.7,9.8
60908251,Do Thi,2003,27.1,9.4
94834858,Hoang Minh,2003,25.7,10.0
81430228,Bui Minh,2002,29.6,8.2
37871400,Do Tuan,2002,26.2,7.9
59517992,Pham Thanh,2003,25.3,8.0
80515693,Nguyen Van,2002,27.9,8.5
5611442,Bui Hoan,2003,29.4,8.6
45953179,Hoang Van,2003,28.8,9.8
53162458,Pham Van,2003,25.4,8.5
46712904,Pham Minh,2002,27.6,8.5
20505525,Le Thanh,2002,25.5,8.1
71978935,Huynh Nhu,2002,25.2,7.6
61007047,Huynh Huong,2002,25.3,8.6
91970766,Vu Minh,2002,26.2,7.8
27127251,Huynh Hoan,2003,26.5,10.0
2103385,Dang Thanh,2002,28.0,9.9
80064345,Le Minh,2003,25.3,10.0
13795002,Bui Tuan,2002,27.5,8.2
52606892,Vu Hai,2002,28.4,7.8
46617293,Bui Thanh,2003,28.1,9.0
34295540,Tran Thanh,2003,27.7,8.4
31802804,Vu Tuan,2002,28.7,9.9
96812074,Nguyen Huong,2002,29.4,8.7
72737268,Huynh Huong,2002,28.3,7.8
81990372,Vu Thi,2002,25.5,8.4
32155157,Bui Van,2002,28.1,8.3
82548874,Vu Duc,2003,27.4,8.0
82772881,Bui Van,2002,26.0,9.2
52635895,Dang Hoan,2003,27.7,9.0
86182540,Pham Nhu,2003,27.7,8.7
91974747,Huynh Tuan,2002,27.1,8.4
42109734,Dang Hai,2003,26.0,9.8
68017143,Bui Nhu,2002,29.7,7.9
21018858,Dang Thanh,2002,27.0,8.4
53848361,Tran Thanh,2003,29.3,8.8
87924754,Le Van,2003,28.1,8.2
52848262,Dang Hai,2002,26.3,9.9
20608302,Bui Thanh,2002,28.4,8.2
48485514,Pham Huong,2002,27.0,9.1
23675010,Dang Van,2003,25.9,7.6
77964954,Hoang Thanh,2003,27.9,8.4
23024478,Bui Huong,2002,25.6,9.1
98962655,Tran Nhu,2003,25.4,9.9
55461035,Vu Duc,2002,28.7,8.7
97785559,Do Hai,2003,25.5,9.1
46617293,Bui Thanh,2003,28.1,9.0
34295540,Tran Thanh,2003,27.7,8.4
31802804,Vu Tuan,2002,28.7,9.9
96812074,Nguyen Huong,2002,29.4,8.7
72737268,Huynh Huong,2002,28.3,7.8
81990372,Vu Thi,2002,25.5,8.4
32155157,Bui Van,2002,28.1,8.3
82548874,Vu Duc,2003,27.4,8.0
82772881,Bui Van,2002,26.0,9.2
52635895,Dang Hoan,2003,27.7,9.0
86182540,Pham Nhu,2003,27.7,8.7
91974747,Huynh Tuan,2002,27.1,8.4
42109734,Dang Hai,2003,26.0,9.8
68017143,Bui Nhu,2002,29.7,7.9
21018858,Dang Thanh,2002,27.0,8.4
53848361,Tran Thanh,2003,29.3,8.8
87924754,Le Van,2003,28.1,8.2
52848262,Dang Hai,2002,26.3,9.9
20608302,Bui Thanh,2002,28.4,8.2
48485514,Pham Huong,2002,27.0,9.1
23675010,Dang Van,2003,25.9,7.6
77964954,Hoang Thanh,2003,27.9,8.4
23024478,Bui Huong,2002,25.6,9.1
98962655,Tran Nhu,2003,25.4,9.9
55461035,Vu Duc,2002,28.7,8.7
97785559,Do Hai,2003,25.5,9.1
51344035,Bui Huong,2003,27.1,8.0
56799261,Do Huong,2003,25.7,8.7
1850029,Huynh Minh,2002,28.7,7.8
67342236,Dang Van,2003,28.8,8.7
96515090,Bui Hoan,2003,27.1,8.6
23290671,Dang Nhu,2003,27.4,9.4
47833789,Nguyen Hai,2002,28.4,7.8
47070880,Do Tuan,2002,26.1,7.8
17336640,Le Van,2003,25.7,9.8
85262633,Hoang Hai,2003,25.6,8.7
29258234,Nguyen Duc,2003,26.9,8.4
32351954,Le Tuan,2003,25.3,7.6
49380251,Hoang Thi,2003,27.9,9.1
97714174,Huynh Hoan,2003,27.6,7.9
56362339,Vu Hoan,2003,27.0,8.7
50658681,Bui Thi,2002,27.7,9.2
46279119,Dang Hoan,2003,25.2,9.4
73938940,Bui Minh,2003,27.4,9.1
60177331,Bui Tuan,2003,27.8,9.7
86014548,Le Nhu,2002,27.3,7.8
65433621,Do Van,2003,27.4,8.4
2736906,Tran Van,2002,25.4,8.8
3446835,Le Hoan,2003,25.3,8.9
59141066,Huynh Thi,2003,25.2,9.9
34173563,Hoang Thi,2003,28.8,8.2
56837068,Pham Hoan,2003,29.4,9.7
97932958,Le Van,2002,27.8,9.9
37000096,Dang Tuan,2003,26.3,8.3
45245043,Vu Huong,2003,27.3,7.6
65338805,Do Hai,2002,29.7,8.7
313566,Dang Van,2003,25.3,9.1
61106243,Huynh Minh,2003,25.6,8.8
83746765,Huynh Van,2002,29.4,7.9
51344035,Bui Huong,2003,27.1,8.0
56799261,Do Huong,2003,25.7,8.7
1850029,Huynh Minh,2002,28.7,7.8
67342236,Dang Van,2003,28.8,8.7
96515090,Bui Hoan,2003,27.1,8.6
23290671,Dang Nhu,2003,27.4,9.4
47833789,Nguyen Hai,2002,28.4,7.8
47070880,Do Tuan,2002,26.1,7.8
17336640,Le Van,2003,25.7,9.8
85262633,Hoang Hai,2003,25.6,8.7
29258234,Nguyen Duc,2003,26.9,8.4
32351954,Le Tuan,2003,25.3,7.6
49380251,Hoang Thi,2003,27.9,9.1
97714174,Huynh Hoan,2003,27.6,7.9
56362339,Vu Hoan,2003,27.0,8.7
50658681,Bui Thi,2002,27.7,9.2
46279119,Dang Hoan,2003,25.2,9.4
73938940,Bui Minh,2003,27.4,9.1
60177331,Bui Tuan,2003,27.8,9.7
86014548,Le Nhu,2002,27.3,7.8
65433621,Do Van,2003,27.4,8.4
2736906,Tran Van,2002,25.4,8.8
3446835,Le Hoan,2003,25.3,8.9
59141066,Huynh Thi,2003,25.2,9.9
34173563,Hoang Thi,2003,28.8,8.2
56837068,Pham Hoan,2003,29.4,9.7
97932958,Le Van,2002,27.8,9.9
37000096,Dang Tuan,2003,26.3,8.3
45245043,Vu Huong,2003,27.3,7.6
65338805,Do Hai,2002,29.7,8.7
313566,Dang Van,2003,25.3,9.1
61106243,Huynh Minh,2003,25.6,8.8
83746765,Huynh Van,2002,29.4,7.9
88883267,Le Tuan,2002,28.5,9.4
57953375,Hoang Van,2002,25.1,7.9
89259001,Tran Hoan,2002,27.9,9.1
90832873,Do Hai,2002,26.1,8.6
99634779,Dang Nhu,2003,28.7,7.8
3698403,Huynh Hai,2002,26.0,8.0
84689060,Nguyen Van,2003,29.3,8.2
45401247,Dang Thi,2003,28.4,8.2
92685275,Nguyen Huong,2002,25.5,8.1
76676876,Do Duc,2003,27.4,9.3
57465613,Do Hai,2003,28.8,9.7
78599271,Huynh Hoan,2003,29.4,8.7
80466099,Vu Duc,2003,26.1,8.9
71249807,Bui Thanh,2003,27.1,7.6
13840821,Hoang Thanh,2003,28.8,7.7
12819680,Huynh Hai,2002,28.3,9.1
12909472,Dang Van,2003,29.3,10.0
60941683,Le Nhu,2003,28.9,8.2
73863177,Do Van,2002,27.4,7.6
42243354,Vu Thanh,2003,28.1,8.2
22085370,Vu Duc,2002,29.4,9.8
72869048,Vu Nhu,2003,26.6,8.2
21625217,Bui Minh,2003,25.2,9.9
96423508,Vu Nhu,2002,25.5,7.7
62570923,Le Hoan,2002,28.4,9.2
35610634,Pham Thanh,2002,27.9,9.7
98738650,Tran Thanh,2002,28.3,7.8
99965343,Tran Tuan,2002,25.8,8.2
88883267,Le Tuan,2002,28.5,9.4
57953375,Hoang Van,2002,25.1,7.9
89259001,Tran Hoan,2002,27.9,9.1
90832873,Do Hai,2002,26.1,8.6
99634779,Dang Nhu,2003,28.7,7.8
3698403,Huynh Hai,2002,26.0,8.0
84689060,Nguyen Van,2003,29.3,8.2
45401247,Dang Thi,2003,28.4,8.2
92685275,Nguyen Huong,2002,25.5,8.1
76676876,Do Duc,2003,27.4,9.3
57465613,Do Hai,2003,28.8,9.7
78599271,Huynh Hoan,2003,29.4,8.7
80466099,Vu Duc,2003,26.1,8.9
71249807,Bui Thanh,2003,27.1,7.6
13840821,Hoang Thanh,2003,28.8,7.7
12819680,Huynh Hai,2002,28.3,9.1
12909472,Dang Van,2003,29.3,10.0
60941683,Le Nhu,2003,28.9,8.2
73863177,Do Van,2002,27.4,7.6
42243354,Vu Thanh,2003,28.1,8.2
22085370,Vu Duc,2002,29.4,9.8
72869048,Vu Nhu,2003,26.6,8.2
21625217,Bui Minh,2003,25.2,9.9
96423508,Vu Nhu,2002,25.5,7.7
62570923,Le Hoan,2002,28.4,9.2
35610634,Pham Thanh,2002,27.9,9.7
98738650,Tran Thanh,2002,28.3,7.8
99965343,Tran Tuan,2002,25.8,8.2
28103376,Nguyen Duc,2003,27.9,9.9
46681518,Nguyen Hoan,2003,25.7,7.5
86223335,Le Minh,2003,28.4,8.0
68065151,Le Huong,2002,28.7,10.0
26123375,Vu Huong,2002,26.7,7.6
49503823,Huynh Tuan,2002,29.9,8.7
97487781,Pham Nhu,2003,27.7,7.9
11004489,Bui Tuan,2003,28.8,7.7
8781726,Tran Nhu,2003,29.1,9.2
89808151,Le Huong,2003,25.3,9.6
44053771,Hoang Hai,2003,27.6,7.9
93564591,Tran Huong,2002,27.3,9.4
6611545,Huynh Minh,2002,26.1,9.7
70726676,Huynh Tuan,2002,26.3,8.9
68309704,Le Thanh,2003,27.7,8.5
70633501,Huynh Thanh,2003,25.8,8.2
37353844,Bui Huong,2002,29.2,9.2
41480446,Vu Thanh,2003,25.8,7.8
86014749,Pham Hoan,2002,29.1,9.4
41493231,Pham Thi,2002,30.0,8.0
56367515,Vu Thanh,2002,27.7,9.8
76962271,Vu Thanh,2003,27.9,8.4
78971871,Bui Tuan,2003,25.1,7.6
32369119,Do Nhu,2002,29.7,9.1
28103376,Nguyen Duc,2003,27.9,9.9
46681518,Nguyen Hoan,2003,25.7,7.5
86223335,Le Minh,2003,28.4,8.0
68065151,Le Huong,2002,28.7,10.0
26123375,Vu Huong,2002,26.7,7.6
49503823,Huynh Tuan,2002,29.9,8.7
97487781,Pham Nhu,2003,27.7,7.9
11004489,Bui Tuan,2003,28.8,7.7
8781726,Tran Nhu,2003,29.1,9.2
89808151,Le Huong,2003,25.3,9.6
44053771,Hoang Hai,2003,27.6,7.9
93564591,Tran Huong,2002,27.3,9.4
6611545,Huynh Minh,2002,26.1,9.7
70726676,Huynh Tuan,2002,26.3,8.9
68309704,Le Thanh,2003,27.7,8.5
70633501,Huynh Thanh,2003,25.8,8.2
37353844,Bui Huong,2002,29.2,9.2
41480446,Vu Thanh,2003,25.8,7.8
86014749,Pham Hoan,2002,29.1,9.4
41493231,Pham Thi,2002,30.0,8.0
56367515,Vu Thanh,2002,27.7,9.8
76962271,Vu Thanh,2003,27.9,8.4
78971871,Bui Tuan,2003,25.1,7.6
32369119,Do Nhu,2002,29.7,9.1
53919353,Nguyen Van,2002,26.5,9.7
74421332,Dang Hoan,2003,25.3,7.8
1228453,Nguyen Hoan,2003,27.8,9.8
83250051,Tran Thi,2002,29.2,8.8
2517926,Vu Duc,2003,27.0,9.9
3481859,Hoang Nhu,2003,28.7,9.9
34377526,Huynh Huong,2003,28.6,9.2
61561822,Hoang Thi,2003,29.8,10.0
46169133,Hoang Huong,2003,26.9,8.0
63994365,Do Minh,2003,25.1,8.0
59881791,Do Van,2003,27.6,9.4
95416994,Bui Nhu,2003,29.4,10.0
8993895,Nguyen Minh,2002,25.5,7.8
91654385,Do Hai,2003,29.0,7.9
15139052,Hoang Van,2003,28.3,9.3
28131782,Pham Huong,2003,25.8,8.4
69986353,Pham Nhu,2003,25.9,8.3
76405512,Dang Hai,2002,28.1,8.7
87374415,Bui Nhu,2003,26.9,9.0
1657017,Le Hoan,2003,25.7,9.7
74195534,Dang Thi,2003,27.8,9.9
90433910,Do Hoan,2002,28.2,9.5
34856483,Pham Huong,2003,25.0,9.0
4986485,Le Van,2002,26.2,7.7
90423712,Dang Duc,2003,29.8,7.7
58180966,Dang Thi,2003,26.2,9.8
52411543,Huynh Minh,2002,28.4,9.8
74978043,Bui Nhu,2002,29.3,8.8
966489,Le Tuan,2002,29.4,9.2
52127144,Hoang Thanh,2002,26.8,8.4
53919353,Nguyen Van,2002,26.5,9.7
74421332,Dang Hoan,2003,25.3,7.8
1228453,Nguyen Hoan,2003,27.8,9.8
83250051,Tran Thi,2002,29.2,8.8
2517926,Vu Duc,2003,27.0,9.9
3481859,Hoang Nhu,2003,28.7,9.9
34377526,Huynh Huong,2003,28.6,9.2
61561822,Hoang Thi,2003,29.8,10.0
46169133,Hoang Huong,2003,26.9,8.0
63994365,Do Minh,2003,25.1,8.0
59881791,Do Van,2003,27.6,9.4
95416994,Bui Nhu,2003,29.4,10.0
8993895,Nguyen Minh,2002,25.5,7.8
91654385,Do Hai,2003,29.0,7.9
15139052,Hoang Van,2003,28.3,9.3
28131782,Pham Huong,2003,25.8,8.4
69986353,Pham Nhu,2003,25.9,8.3
76405512,Dang Hai,2002,28.1,8.7
87374415,Bui Nhu,2003,26.9,9.0
1657017,Le Hoan,2003,25.7,9.7
74195534,Dang Thi,2003,27.8,9.9
90433910,Do Hoan,2002,28.2,9.5
34856483,Pham Huong,2003,25.0,9.0
4986485,Le Van,2002,26.2,7.7
90423712,Dang Duc,2003,29.8,7.7
58180966,Dang Thi,2003,26.2,9.8
52411543,Huynh Minh,2002,28.4,9.8
74978043,Bui Nhu,2002,29.3,8.8
966489,Le Tuan,2002,29.4,9.2
52127144,Hoang Thanh,2002,26.8,8.4
13835004,Le Nhu,2002,29.4,8.8
28320570,Huynh Duc,2002,29.6,9.1
52323941,Hoang Nhu,2002,28.2,7.5
2315758,Pham Huong,2003,25.2,8.9
82586089,Dang Duc,2002,28.1,9.9
25478815,Dang Duc,2002,29.6,8.5
88408293,Nguyen Minh,2003,28.1,8.1
7311676,Le Van,2003,29.2,8.3
80923071,Nguyen Nhu,2002,26.3,8.0
82245526,Nguyen Minh,2002,27.1,8.5
23235457,Nguyen Hai,2003,28.0,7.6
72423324,Do Hoan,2002,25.1,8.8
70253342,Do Nhu,2002,29.4,9.6
55341649,Nguyen Minh,2003,29.3,8.3
73125642,Nguyen Huong,2002,27.8,8.9
32149740,Hoang Van,2002,27.3,9.2
43138641,Tran Huong,2002,29.6,9.7
15518418,Pham Huong,2002,29.1,7.8
83004455,Bui Thanh,2002,26.9,7.9
63293441,Nguyen Nhu,2003,27.6,9.1
41555615,Nguyen Hoan,2002,27.3,8.2
32013385,Huynh Thanh,2002,26.5,9.5
80727270,Do Thanh,2002,26.5,8.5
16511950,Hoang Hai,2003,27.2,9.5
63902982,Vu Tuan,2002,26.2,9.5
13835004,Le Nhu,2002,29.4,8.8
28320570,Huynh Duc,2002,29.6,9.1
52323941,Hoang Nhu,2002,28.2,7.5
2315758,Pham Huong,2003,25.2,8.9
82586089,Dang Duc,2002,28.1,9.9
25478815,Dang Duc,2002,29.6,8.5
88408293,Nguyen Minh,2003,28.1,8.1
7311676,Le Van,2003,29.2,8.3
80923071,Nguyen Nhu,2002,26.3,8.0
82245526,Nguyen Minh,2002,27.1,8.5
23235457,Nguyen Hai,2003,28.0,7.6
72423324,Do Hoan,2002,25.1,8.8
70253342,Do Nhu,2002,29.4,9.6
55341649,Nguyen Minh,2003,29.3,8.3
73125642,Nguyen Huong,2002,27.8,8.9
32149740,Hoang Van,2002,27.3,9.2
43138641,Tran Huong,2002,29.6,9.7
15518418,Pham Huong,2002,29.1,7.8
83004455,Bui Thanh,2002,26.9,7.9
63293441,Nguyen Nhu,2003,27.6,9.1
41555615,Nguyen Hoan,2002,27.3,8.2
32013385,Huynh Thanh,2002,26.5,9.5
80727270,Do Thanh,2002,26.5,8.5
16511950,Hoang Hai,2003,27.2,9.5
63902982,Vu Tuan,2002,26.2,9.5
53983975,Huynh Duc,2002,27.9,8.0
50854288,Huynh Hai,2003,27.1,8.8
21744214,Le Nhu,2003,27.2,9.6
5842819,Vu Minh,2002,28.7,7.8
11982006,Vu Huong,2003,25.1,8.5
6995291,Do Minh,2002,28.9,9.9
99661795,Bui Hoan,2002,29.3,8.4
43554421,Vu Duc,2003,27.6,9.4
8424949,Tran Tuan,2002,29.8,8.9
45051286,Hoang Van,2002,27.3,8.2
13311475,Dang Hai,2002,28.1,9.9
23550451,Bui Huong,2002,27.7,9.1
81249209,Bui Tuan,2002,25.2,8.5
99297404,Nguyen Thi,2003,28.6,9.6
97647569,Hoang Van,2003,27.8,9.9
38807483,Hoang Hai,2003,29.8,7.9
80360342,Hoang Thanh,2002,27.7,8.6
43831010,Le Thanh,2002,28.2,8.7
40929858,Hoang Thi,2003,27.0,7.8
71173848,Do Hai,2003,26.0,8.4
18613134,Nguyen Hai,2002,29.2,7.7
61544612,Le Hoan,2002,26.8,8.1
12319336,Dang Huong,2002,25.5,9.3
52625305,Do Hoan,2003,26.5,9.8
56071975,Pham Tuan,2002,27.5,8.4
74740108,Nguyen Hai,2003,29.6,7.5
97766562,Vu Tuan,2002,29.1,8.4
12946089,Tran Huong,2002,29.8,8.9
83111858,Bui Huong,2002,27.8,7.7
20468123,Tran Huong,2002,27.2,7.7
26191580,Bui Van,2002,27.0,9.5
36500549,Do Nhu,2003,26.0,9.1
60853885,Vu Nhu,2003,29.5,7.6
55989745,Le Thi,2003,27.3,7.8
31849174,Dang Hai,2003,28.0,7.5
37018657,Vu Hoan,2002,26.1,8.7
53983975,Huynh Duc,2002,27.9,8.0
50854288,Huynh Hai,2003,27.1,8.8
21744214,Le Nhu,2003,27.2,9.6
5842819,Vu Minh,2002,28.7,7.8
11982006,Vu Huong,2003,25.1,8.5
6995291,Do Minh,2002,28.9,9.9
99661795,Bui Hoan,2002,29.3,8.4
43554421,Vu Duc,2003,27.6,9.4
8424949,Tran Tuan,2002,29.8,8.9
45051286,Hoang Van,2002,27.3,8.2
13311475,Dang Hai,2002,28.1,9.9
23550451,Bui Huong,2002,27.7,9.1
81249209,Bui Tuan,2002,25.2,8.5
99297404,Nguyen Thi,2003,28.6,9.6
97647569,Hoang Van,2003,27.8,9.9
38807483,Hoang Hai,2003,29.8,7.9
80360342,Hoang Thanh,2002,27.7,8.6
43831010,Le Thanh,2002,28.2,8.7
40929858,Hoang Thi,2003,27.0,7.8
71173848,Do Hai,2003,26.0,8.4
18613134,Nguyen Hai,2002,29.2,7.7
61544612,Le Hoan,2002,26.8,8.1
12319336,Dang Huong,2002,25.5,9.3
52625305,Do Hoan,2003,26.5,9.8
56071975,Pham Tuan,2002,27.5,8.4
74740108,Nguyen Hai,2003,29.6,7.5
97766562,Vu Tuan,2002,29.1,8.4
12946089,Tran Huong,2002,29.8,8.9
83111858,Bui Huong,2002,27.8,7.7
20468123,Tran Huong,2002,27.2,7.7
26191580,Bui Van,2002,27.0,9.5
36500549,Do Nhu,2003,26.0,9.1
60853885,Vu Nhu,2003,29.5,7.6
55989745,Le Thi,2003,27.3,7.8
31849174,Dang Hai,2003,28.0,7.5
37018657,Vu Hoan,2002,26.1,8.7
59346226,Bui Thanh,2003,26.0,9.8
81431032,Dang Hai,2002,25.1,8.1
90390136,Tran Van,2002,26.8,8.8
7352470,Pham Hai,2002,28.8,9.0
42707691,Bui Van,2002,28.9,8.8
47569991,Bui Huong,2003,28.8,9.6
28998863,Vu Tuan,2002,25.7,8.6
50670725,Hoang Van,2002,25.4,8.5
65098039,Nguyen Minh,2002,26.4,10.0
55249024,Huynh Tuan,2003,27.7,8.9
70217527,Vu Tuan,2003,26.7,8.3
99381426,Hoang Hoan,2002,29.9,9.3
54228728,Nguyen Minh,2002,25.1,8.6
39474233,Nguyen Thi,2003,29.6,8.8
94057531,Pham Hoan,2002,27.8,9.3
36774105,Dang Minh,2002,27.6,9.5
72659273,Nguyen Nhu,2003,29.1,9.2
95413813,Vu Thi,2003,25.8,7.7
48595510,Do Minh,2003,29.2,8.0
51765193,Pham Hai,2002,25.2,9.1
24934891,Dang Duc,2003,28.2,9.8
99455996,Le Huong,2002,28.0,7.7
91686574,Tran Hoan,2003,25.4,9.5
93713386,Dang Duc,2003,25.7,10.0
70512721,Dang Thi,2003,29.6,7.9
39285844,Vu Minh,2002,29.2,9.2
41055667,Hoang Huong,2002,27.3,8.2
49624611,Bui Hoan,2003,26.8,8.9
456543,Do Nhu,2003,27.2,8.0
56420946,Bui Nhu,2002,25.3,8.6
26530950,Nguyen Hoan,2002,29.0,8.9
79064453,Tran Duc,2002,28.2,9.7
59346226,Bui Thanh,2003,26.0,9.8
81431032,Dang Hai,2002,25.1,8.1
90390136,Tran Van,2002,26.8,8.8
7352470,Pham Hai,2002,28.8,9.0
42707691,Bui Van,2002,28.9,8.8
47569991,Bui Huong,2003,28.8,9.6
28998863,Vu Tuan,2002,25.7,8.6
50670725,Hoang Van,2002,25.4,8.5
65098039,Nguyen Minh,2002,26.4,10.0
55249024,Huynh Tuan,2003,27.7,8.9
70217527,Vu Tuan,2003,26.7,8.3
99381426,Hoang Hoan,2002,29.9,9.3
54228728,Nguyen Minh,2002,25.1,8.6
39474233,Nguyen Thi,2003,29.6,8.8
94057531,Pham Hoan,2002,27.8,9.3
36774105,Dang Minh,2002,27.6,9.5
72659273,Nguyen Nhu,2003,29.1,9.2
95413813,Vu Thi,2003,25.8,7.7
48595510,Do Minh,2003,29.2,8.0
51765193,Pham Hai,2002,25.2,9.1
24934891,Dang Duc,2003,28.2,9.8
99455996,Le Huong,2002,28.0,7.7
91686574,Tran Hoan,2003,25.4,9.5
93713386,Dang Duc,2003,25.7,10.0
70512721,Dang Thi,2003,29.6,7.9
39285844,Vu Minh,2002,29.2,9.2
41055667,Hoang Huong,2002,27.3,8.2
49624611,Bui Hoan,2003,26.8,8.9
456543,Do Nhu,2003,27.2,8.0
56420946,Bui Nhu,2002,25.3,8.6
26530950,Nguyen Hoan,2002,29.0,8.9
79064453,Tran Duc,2002,28.2,9.7
9372269,Nguyen Hai,2003,26.0,8.6
4472759,Pham Van,2002,27.1,9.0
39807982,Nguyen Van,2002,28.6,9.9
79204042,Nguyen Tuan,2002,28.0,8.2
37022091,Hoang Thanh,2003,27.9,9.8
94205129,Le Huong,2003,26.2,8.7
43687196,Do Hoan,2002,25.6,9.7
40084571,Bui Minh,2002,25.9,9.3
69467404,Nguyen Hai,2003,27.1,9.0
48909261,Do Duc,2003,28.7,10.0
16270783,Do Huong,2002,26.5,8.1
89704783,Hoang Duc,2003,28.4,7.6
68136940,Vu Tuan,2003,26.9,9.0
65894179,Tran Hai,2003,27.0,8.2
94157124,Do Huong,2003,26.9,8.7
2924506,Do Minh,2003,26.0,8.8
90554499,Bui Hoan,2003,27.7,8.8
6731140,Tran Minh,2003,26.9,9.1
13480465,Huynh Hoan,2002,27.3,8.1
20095376,Le Minh,2003,29.9,7.7
77358406,Bui Van,2003,27.6,9.4
40268931,Le Van,2002,29.0,8.0
98935850,Huynh Nhu,2003,26.6,9.3
81764383,Nguyen Duc,2002,27.2,8.0
59990590,Le Van,2002,28.2,9.8
9372269,Nguyen Hai,2003,26.0,8.6
4472759,Pham Van,2002,27.1,9.0
39807982,Nguyen Van,2002,28.6,9.9
79204042,Nguyen Tuan,2002,28.0,8.2
37022091,Hoang Thanh,2003,27.9,9.8
94205129,Le Huong,2003,26.2,8.7
43687196,Do Hoan,2002,25.6,9.7
40084571,Bui Minh,2002,25.9,9.3
69467404,Nguyen Hai,2003,27.1,9.0
48909261,Do Duc,2003,28.7,10.0
16270783,Do Huong,2002,26.5,8.1
89704783,Hoang Duc,2003,28.4,7.6
68136940,Vu Tuan,2003,26.9,9.0
65894179,Tran Hai,2003,27.0,8.2
94157124,Do Huong,2003,26.9,8.7
2924506,Do Minh,2003,26.0,8.8
90554499,Bui Hoan,2003,27.7,8.8
6731140,Tran Minh,2003,26.9,9.1
13480465,Huynh Hoan,2002,27.3,8.1
20095376,Le Minh,2003,29.9,7.7
77358406,Bui Van,2003,27.6,9.4
40268931,Le Van,2002,29.0,8.0
98935850,Huynh Nhu,2003,26.6,9.3
81764383,Nguyen Duc,2002,27.2,8.0
59990590,Le Van,2002,28.2,9.8
13602245,Dang Thanh,2003,28.2,10.0
86526495,Dang Nhu,2002,28.7,8.9
91233039,Le Duc,2003,28.0,8.8
54263751,Vu Duc,2003,28.5,8.6
37518212,Bui Hai,2003,25.4,9.7
4868492,Do Nhu,2002,28.1,7.8
28663127,Tran Minh,2003,29.3,7.6
31822811,Bui Van,2002,28.9,8.6
18209745,Le Thanh,2002,28.3,9.3
82310349,Le Thanh,2002,27.0,9.7
46023779,Pham Nhu,2002,29.1,9.4
1678214,Hoang Thi,2002,29.0,9.2
2528129,Le Thanh,2002,26.4,8.3
76980484,Bui Huong,2003,25.9,8.1
51730024,Nguyen Duc,2002,26.1,8.5
24335550,Nguyen Tuan,2003,27.2,8.6
41969160,Vu Hai,2002,27.4,9.8
35689589,Pham Thanh,2002,28.6,8.3
89261246,Hoang Hai,2002,26.9,10.0
98099119,Vu Van,2003,27.2,8.4
5453458,Vu Thanh,2003,29.2,9.2
51377622,Nguyen Thi,2003,27.4,9.0
43428417,Le Minh,2003,26.8,8.0
14512353,Huynh Hoan,2003,29.6,8.0
67775783,Bui Nhu,2002,25.9,8.0
91730402,Bui Huong,2003,26.8,8.3
13602245,Dang Thanh,2003,28.2,10.0
86526495,Dang Nhu,2002,28.7,8.9
91233039,Le Duc,2003,28.0,8.8
54263751,Vu Duc,2003,28.5,8.6
37518212,Bui Hai,2003,25.4,9.7
4868492,Do Nhu,2002,28.1,7.8
28663127,Tran Minh,2003,29.3,7.6
31822811,Bui Van,2002,28.9,8.6
18209745,Le Thanh,2002,28.3,9.3
82310349,Le Thanh,2002,27.0,9.7
46023779,Pham Nhu,2002,29.1,9.4
1678214,Hoang Thi,2002,29.0,9.2
2528129,Le Thanh,2002,26.4,8.3
76980484,Bui Huong,2003,25.9,8.1
51730024,Nguyen Duc,2002,26.1,8.5
24335550,Nguyen Tuan,2003,27.2,8.6
41969160,Vu Hai,2002,27.4,9.8
35689589,Pham Thanh,2002,28.6,8.3
89261246,Hoang Hai,2002,26.9,10.0
98099119,Vu Van,2003,27.2,8.4
5453458,Vu Thanh,2003,29.2,9.2
51377622,Nguyen Thi,2003,27.4,9.0
43428417,Le Minh,2003,26.8,8.0
14512353,Huynh Hoan,2003,29.6,8.0
